ciudad_origen,ciudad_destino,horario_inicio,horario_final,dia_inicio,tipo,dia_final,duracion_viaje,precio
la Secuita,Lérida,09:22:00,09:57:00,2024-12-08,tren,2024-12-08,35.0,12.89
Lérida,Zaragoza,09:59:00,10:45:00,2024-12-08,tren,2024-12-08,46.0,15.44
Zaragoza,Tudela,10:48:00,11:33:00,2024-12-08,tren,2024-12-08,45.0,15.21
Tudela,Castejón,11:34:00,11:45:00,2024-12-08,tren,2024-12-08,11.0,7.32
Castejón,Calahorra,12:00:00,12:16:00,2024-12-08,tren,2024-12-08,16.0,8.48
Calahorra,Logroño,12:17:00,12:52:00,2024-12-08,tren,2024-12-08,35.0,12.89
Logroño,Haro,12:53:00,13:36:00,2024-12-08,tren,2024-12-08,43.0,14.75
Haro,Miranda de Ebro,13:37:00,13:51:00,2024-12-08,tren,2024-12-08,14.0,8.02
Miranda de Ebro,Bilbao,13:54:00,15:36:00,2024-12-08,tren,2024-12-08,102.0,28.44
Barcelona,la Secuita,08:45:00,09:20:00,2024-12-15,tren,2024-12-15,35.0,12.89
la Secuita,Lérida,09:22:00,09:57:00,2024-12-15,tren,2024-12-15,35.0,12.89
Lérida,Zaragoza,09:59:00,10:45:00,2024-12-15,tren,2024-12-15,46.0,15.44
Zaragoza,Tudela,10:48:00,11:33:00,2024-12-15,tren,2024-12-15,45.0,15.21
Tudela,Castejón,11:34:00,11:45:00,2024-12-15,tren,2024-12-15,11.0,7.32
Castejón,Calahorra,12:00:00,12:16:00,2024-12-15,tren,2024-12-15,16.0,8.48
Calahorra,Logroño,12:17:00,12:52:00,2024-12-15,tren,2024-12-15,35.0,12.89
Logroño,Haro,12:53:00,13:36:00,2024-12-15,tren,2024-12-15,43.0,14.75
Haro,Miranda de Ebro,13:37:00,13:51:00,2024-12-15,tren,2024-12-15,14.0,8.02
Miranda de Ebro,Bilbao,13:54:00,15:36:00,2024-12-15,tren,2024-12-15,102.0,28.44
Valencia,Castellón de la Plana,17:30:00,18:19:00,2024-10-28,tren,2024-10-28,49.0,16.14
Castellón de la Plana,Benicarló,18:21:00,19:02:00,2024-10-28,tren,2024-10-28,41.0,14.28
Benicarló,Vinaròs,19:03:00,19:07:00,2024-10-28,tren,2024-10-28,4.0,5.7
Vinaròs,l'Aldea,19:08:00,19:23:00,2024-10-28,tren,2024-10-28,15.0,8.25
l'Aldea,la Secuita,19:24:00,20:11:00,2024-10-28,tren,2024-10-28,47.0,15.68
la Secuita,Barcelona,20:13:00,20:57:00,2024-10-28,tren,2024-10-28,44.0,14.98
Valencia,Castellón de la Plana,17:30:00,18:19:00,2024-11-05,tren,2024-11-05,49.0,16.14
Castellón de la Plana,Benicarló,18:21:00,19:02:00,2024-11-05,tren,2024-11-05,41.0,14.28
Benicarló,Vinaròs,19:03:00,19:07:00,2024-11-05,tren,2024-11-05,4.0,5.7
Vinaròs,l'Aldea,19:08:00,19:23:00,2024-11-05,tren,2024-11-05,15.0,8.25
l'Aldea,la Secuita,19:24:00,20:11:00,2024-11-05,tren,2024-11-05,47.0,15.68
la Secuita,Barcelona,20:13:00,20:57:00,2024-11-05,tren,2024-11-05,44.0,14.98
Valencia,Castellón de la Plana,17:30:00,18:19:00,2024-12-08,tren,2024-12-08,49.0,16.14
Castellón de la Plana,Benicarló,18:21:00,19:02:00,2024-12-08,tren,2024-12-08,41.0,14.28
Benicarló,Vinaròs,19:03:00,19:07:00,2024-12-08,tren,2024-12-08,4.0,5.7
Vinaròs,l'Aldea,19:08:00,19:23:00,2024-12-08,tren,2024-12-08,15.0,8.25
l'Aldea,la Secuita,19:24:00,20:11:00,2024-12-08,tren,2024-12-08,47.0,15.68
la Secuita,Barcelona,20:13:00,20:57:00,2024-12-08,tren,2024-12-08,44.0,14.98
Barcelona,la Secuita,11:05:00,11:41:00,2024-10-28,tren,2024-10-28,36.0,13.12
la Secuita,l'Aldea,11:43:00,12:32:00,2024-10-28,tren,2024-10-28,49.0,16.14
l'Aldea,Vinaròs,12:34:00,12:48:00,2024-10-28,tren,2024-10-28,14.0,8.02
Vinaròs,Benicarló,12:50:00,12:56:00,2024-10-28,tren,2024-10-28,6.0,6.16
Benicarló,Castellón de la Plana,12:58:00,13:30:00,2024-10-28,tren,2024-10-28,32.0,12.19
Castellón de la Plana,Valencia,13:32:00,14:32:00,2024-10-28,tren,2024-10-28,60.0,18.69
Barcelona,la Secuita,11:05:00,11:41:00,2024-11-05,tren,2024-11-05,36.0,13.12
la Secuita,l'Aldea,11:43:00,12:32:00,2024-11-05,tren,2024-11-05,49.0,16.14
l'Aldea,Vinaròs,12:34:00,12:48:00,2024-11-05,tren,2024-11-05,14.0,8.02
Vinaròs,Benicarló,12:50:00,12:56:00,2024-11-05,tren,2024-11-05,6.0,6.16
Benicarló,Castellón de la Plana,12:58:00,13:30:00,2024-11-05,tren,2024-11-05,32.0,12.19
Castellón de la Plana,Valencia,13:32:00,14:32:00,2024-11-05,tren,2024-11-05,60.0,18.69
Barcelona,la Secuita,11:05:00,11:41:00,2024-12-08,tren,2024-12-08,36.0,13.12
la Secuita,l'Aldea,11:43:00,12:32:00,2024-12-08,tren,2024-12-08,49.0,16.14
l'Aldea,Vinaròs,12:34:00,12:48:00,2024-12-08,tren,2024-12-08,14.0,8.02
Vinaròs,Benicarló,12:50:00,12:56:00,2024-12-08,tren,2024-12-08,6.0,6.16
Benicarló,Castellón de la Plana,12:58:00,13:30:00,2024-12-08,tren,2024-12-08,32.0,12.19
Castellón de la Plana,Valencia,13:32:00,14:32:00,2024-12-08,tren,2024-12-08,60.0,18.69
Barcelona,la Secuita,14:32:00,15:07:00,2024-10-28,tren,2024-10-28,35.0,12.89
la Secuita,Lérida,15:10:00,15:40:00,2024-10-28,tren,2024-10-28,30.0,11.73
Lérida,Zaragoza,15:42:00,16:33:00,2024-10-28,tren,2024-10-28,51.0,16.6
Zaragoza,Tudela,16:36:00,17:19:00,2024-10-28,tren,2024-10-28,43.0,14.75
Tudela,Castejón,17:20:00,17:30:00,2024-10-28,tren,2024-10-28,10.0,7.09
Castejón,Tafalla,17:33:00,18:05:00,2024-10-28,tren,2024-10-28,32.0,12.19
Tafalla,Pamplona,18:06:00,18:41:00,2024-10-28,tren,2024-10-28,35.0,12.89
Pamplona,Altsasu/Alsasua,18:46:00,19:15:00,2024-10-28,tren,2024-10-28,29.0,11.5
Altsasu/Alsasua,Zumarraga,19:17:00,19:50:00,2024-10-28,tren,2024-10-28,33.0,12.43
Zumarraga,San Sebastián,19:52:00,20:53:00,2024-10-28,tren,2024-10-28,61.0,18.92
Barcelona,la Secuita,14:32:00,15:07:00,2024-12-08,tren,2024-12-08,35.0,12.89
la Secuita,Lérida,15:10:00,15:40:00,2024-12-08,tren,2024-12-08,30.0,11.73
Lérida,Zaragoza,15:42:00,16:33:00,2024-12-08,tren,2024-12-08,51.0,16.6
Zaragoza,Tudela,16:36:00,17:19:00,2024-12-08,tren,2024-12-08,43.0,14.75
Tudela,Castejón,17:20:00,17:30:00,2024-12-08,tren,2024-12-08,10.0,7.09
Castejón,Tafalla,17:33:00,18:05:00,2024-12-08,tren,2024-12-08,32.0,12.19
Tafalla,Pamplona,18:06:00,18:41:00,2024-12-08,tren,2024-12-08,35.0,12.89
Pamplona,Altsasu/Alsasua,18:46:00,19:15:00,2024-12-08,tren,2024-12-08,29.0,11.5
Altsasu/Alsasua,Zumarraga,19:17:00,19:50:00,2024-12-08,tren,2024-12-08,33.0,12.43
Zumarraga,San Sebastián,19:52:00,20:53:00,2024-12-08,tren,2024-12-08,61.0,18.92
Barcelona,la Secuita,14:32:00,15:07:00,2024-12-15,tren,2024-12-15,35.0,12.89
la Secuita,Lérida,15:10:00,15:40:00,2024-12-15,tren,2024-12-15,30.0,11.73
Lérida,Zaragoza,15:42:00,16:33:00,2024-12-15,tren,2024-12-15,51.0,16.6
Zaragoza,Tudela,16:36:00,17:19:00,2024-12-15,tren,2024-12-15,43.0,14.75
Tudela,Castejón,17:20:00,17:30:00,2024-12-15,tren,2024-12-15,10.0,7.09
Castejón,Tafalla,17:33:00,18:05:00,2024-12-15,tren,2024-12-15,32.0,12.19
Tafalla,Pamplona,18:06:00,18:41:00,2024-12-15,tren,2024-12-15,35.0,12.89
Pamplona,Altsasu/Alsasua,18:46:00,19:15:00,2024-12-15,tren,2024-12-15,29.0,11.5
Altsasu/Alsasua,Zumarraga,19:17:00,19:50:00,2024-12-15,tren,2024-12-15,33.0,12.43
Zumarraga,San Sebastián,19:52:00,20:53:00,2024-12-15,tren,2024-12-15,61.0,18.92
San Sebastián,Zumarraga,07:02:00,08:02:00,2024-10-28,tren,2024-10-28,60.0,18.69
Zumarraga,Altsasu/Alsasua,08:03:00,08:29:00,2024-10-28,tren,2024-10-28,26.0,10.8
Altsasu/Alsasua,Pamplona,08:30:00,09:00:00,2024-10-28,tren,2024-10-28,30.0,11.73
Pamplona,Tafalla,09:05:00,09:30:00,2024-10-28,tren,2024-10-28,25.0,10.57
Tafalla,Castejón,09:31:00,10:01:00,2024-10-28,tren,2024-10-28,30.0,11.73
Castejón,Tudela,10:02:00,10:18:00,2024-10-28,tren,2024-10-28,16.0,8.48
Tudela,Zaragoza,10:19:00,11:06:00,2024-10-28,tren,2024-10-28,47.0,15.68
Zaragoza,Lérida,11:09:00,11:58:00,2024-10-28,tren,2024-10-28,49.0,16.14
Lérida,la Secuita,12:00:00,12:31:00,2024-10-28,tren,2024-10-28,31.0,11.96
la Secuita,Barcelona,12:33:00,13:09:00,2024-10-28,tren,2024-10-28,36.0,13.12
San Sebastián,Zumarraga,07:02:00,08:02:00,2024-12-08,tren,2024-12-08,60.0,18.69
Zumarraga,Altsasu/Alsasua,08:03:00,08:29:00,2024-12-08,tren,2024-12-08,26.0,10.8
Altsasu/Alsasua,Pamplona,08:30:00,09:00:00,2024-12-08,tren,2024-12-08,30.0,11.73
Pamplona,Tafalla,09:05:00,09:30:00,2024-12-08,tren,2024-12-08,25.0,10.57
Tafalla,Castejón,09:31:00,10:01:00,2024-12-08,tren,2024-12-08,30.0,11.73
Castejón,Tudela,10:02:00,10:18:00,2024-12-08,tren,2024-12-08,16.0,8.48
Tudela,Zaragoza,10:19:00,11:06:00,2024-12-08,tren,2024-12-08,47.0,15.68
Zaragoza,Lérida,11:09:00,11:58:00,2024-12-08,tren,2024-12-08,49.0,16.14
Lérida,la Secuita,12:00:00,12:31:00,2024-12-08,tren,2024-12-08,31.0,11.96
la Secuita,Barcelona,12:33:00,13:09:00,2024-12-08,tren,2024-12-08,36.0,13.12
San Sebastián,Zumarraga,07:02:00,08:02:00,2024-12-15,tren,2024-12-15,60.0,18.69
Zumarraga,Altsasu/Alsasua,08:03:00,08:29:00,2024-12-15,tren,2024-12-15,26.0,10.8
Altsasu/Alsasua,Pamplona,08:30:00,09:00:00,2024-12-15,tren,2024-12-15,30.0,11.73
Pamplona,Tafalla,09:05:00,09:30:00,2024-12-15,tren,2024-12-15,25.0,10.57
Tafalla,Castejón,09:31:00,10:01:00,2024-12-15,tren,2024-12-15,30.0,11.73
Castejón,Tudela,10:02:00,10:18:00,2024-12-15,tren,2024-12-15,16.0,8.48
Tudela,Zaragoza,10:19:00,11:06:00,2024-12-15,tren,2024-12-15,47.0,15.68
Zaragoza,Lérida,11:09:00,11:58:00,2024-12-15,tren,2024-12-15,49.0,16.14
Lérida,la Secuita,12:00:00,12:31:00,2024-12-15,tren,2024-12-15,31.0,11.96
la Secuita,Barcelona,12:33:00,13:09:00,2024-12-15,tren,2024-12-15,36.0,13.12
Lugo,Sarria,18:30:00,18:53:00,2024-10-28,tren,2024-10-28,23.0,10.11
Sarria,Monforte de Lemos,18:55:00,19:31:00,2024-10-28,tren,2024-10-28,36.0,13.12
Monforte de Lemos,Ourense,19:33:00,20:15:00,2024-10-28,tren,2024-10-28,42.0,14.51
Lugo,Sarria,18:30:00,18:53:00,2024-12-08,tren,2024-12-08,23.0,10.11
Sarria,Monforte de Lemos,18:55:00,19:31:00,2024-12-08,tren,2024-12-08,36.0,13.12
Monforte de Lemos,Ourense,19:33:00,20:15:00,2024-12-08,tren,2024-12-08,42.0,14.51
Ourense,Monforte de Lemos,23:00:00,23:40:00,2024-10-28,tren,2024-10-28,40.0,14.05
Monforte de Lemos,Sarria,23:42:00,00:18:00,2024-10-28,tren,2024-10-29,36.0,13.12
Sarria,Lugo,00:20:00,00:45:00,2024-10-29,tren,2024-10-29,25.0,10.57
Ourense,Monforte de Lemos,23:00:00,23:40:00,2024-12-08,tren,2024-12-08,40.0,14.05
Monforte de Lemos,Sarria,23:42:00,00:18:00,2024-12-08,tren,2024-12-09,36.0,13.12
Sarria,Lugo,00:20:00,00:45:00,2024-12-09,tren,2024-12-09,25.0,10.57
Barcelona,la Secuita,16:38:00,17:13:00,2024-10-31,tren,2024-10-31,35.0,12.89
la Secuita,Lérida,17:15:00,17:46:00,2024-10-31,tren,2024-10-31,31.0,11.96
Lérida,Zaragoza,17:48:00,18:40:00,2024-10-31,tren,2024-10-31,52.0,16.84
Zaragoza,Tudela,18:42:00,19:22:00,2024-10-31,tren,2024-10-31,40.0,14.05
Tudela,Castejón,19:23:00,19:32:00,2024-10-31,tren,2024-10-31,9.0,6.86
Castejón,Tafalla,19:33:00,19:56:00,2024-10-31,tren,2024-10-31,23.0,10.11
Tafalla,Pamplona,19:57:00,20:32:00,2024-10-31,tren,2024-10-31,35.0,12.89
Barcelona,la Secuita,16:38:00,17:13:00,2024-11-03,tren,2024-11-03,35.0,12.89
la Secuita,Lérida,17:15:00,17:46:00,2024-11-03,tren,2024-11-03,31.0,11.96
Lérida,Zaragoza,17:48:00,18:40:00,2024-11-03,tren,2024-11-03,52.0,16.84
Zaragoza,Tudela,18:42:00,19:22:00,2024-11-03,tren,2024-11-03,40.0,14.05
Tudela,Castejón,19:23:00,19:32:00,2024-11-03,tren,2024-11-03,9.0,6.86
Castejón,Tafalla,19:33:00,19:56:00,2024-11-03,tren,2024-11-03,23.0,10.11
Tafalla,Pamplona,19:57:00,20:32:00,2024-11-03,tren,2024-11-03,35.0,12.89
Barcelona,la Secuita,16:38:00,17:13:00,2024-12-05,tren,2024-12-05,35.0,12.89
la Secuita,Lérida,17:15:00,17:46:00,2024-12-05,tren,2024-12-05,31.0,11.96
Lérida,Zaragoza,17:48:00,18:40:00,2024-12-05,tren,2024-12-05,52.0,16.84
Zaragoza,Tudela,18:42:00,19:22:00,2024-12-05,tren,2024-12-05,40.0,14.05
Tudela,Castejón,19:23:00,19:32:00,2024-12-05,tren,2024-12-05,9.0,6.86
Castejón,Tafalla,19:33:00,19:56:00,2024-12-05,tren,2024-12-05,23.0,10.11
Tafalla,Pamplona,19:57:00,20:32:00,2024-12-05,tren,2024-12-05,35.0,12.89
Barcelona,la Secuita,16:38:00,17:13:00,2024-12-08,tren,2024-12-08,35.0,12.89
la Secuita,Lérida,17:15:00,17:46:00,2024-12-08,tren,2024-12-08,31.0,11.96
Lérida,Zaragoza,17:48:00,18:40:00,2024-12-08,tren,2024-12-08,52.0,16.84
Zaragoza,Tudela,18:42:00,19:22:00,2024-12-08,tren,2024-12-08,40.0,14.05
Tudela,Castejón,19:23:00,19:32:00,2024-12-08,tren,2024-12-08,9.0,6.86
Castejón,Tafalla,19:33:00,19:56:00,2024-12-08,tren,2024-12-08,23.0,10.11
Tafalla,Pamplona,19:57:00,20:32:00,2024-12-08,tren,2024-12-08,35.0,12.89
Barcelona,la Secuita,16:38:00,17:13:00,2024-12-15,tren,2024-12-15,35.0,12.89
la Secuita,Lérida,17:15:00,17:46:00,2024-12-15,tren,2024-12-15,31.0,11.96
Lérida,Zaragoza,17:48:00,18:40:00,2024-12-15,tren,2024-12-15,52.0,16.84
Zaragoza,Tudela,18:42:00,19:22:00,2024-12-15,tren,2024-12-15,40.0,14.05
Tudela,Castejón,19:23:00,19:32:00,2024-12-15,tren,2024-12-15,9.0,6.86
Castejón,Tafalla,19:33:00,19:56:00,2024-12-15,tren,2024-12-15,23.0,10.11
Tafalla,Pamplona,19:57:00,20:32:00,2024-12-15,tren,2024-12-15,35.0,12.89
Pamplona,Tafalla,16:10:00,16:35:00,2024-10-28,tren,2024-10-28,25.0,10.57
Tafalla,Castejón,16:36:00,16:58:00,2024-10-28,tren,2024-10-28,22.0,9.87
Castejón,Tudela,16:59:00,17:07:00,2024-10-28,tren,2024-10-28,8.0,6.62
Tudela,Zaragoza,17:08:00,17:44:00,2024-10-28,tren,2024-10-28,36.0,13.12
Zaragoza,Lérida,17:47:00,18:37:00,2024-10-28,tren,2024-10-28,50.0,16.37
Lérida,la Secuita,18:39:00,19:08:00,2024-10-28,tren,2024-10-28,29.0,11.5
la Secuita,Barcelona,19:10:00,19:55:00,2024-10-28,tren,2024-10-28,45.0,15.21
Pamplona,Tafalla,16:10:00,16:35:00,2024-12-08,tren,2024-12-08,25.0,10.57
Tafalla,Castejón,16:36:00,16:58:00,2024-12-08,tren,2024-12-08,22.0,9.87
Castejón,Tudela,16:59:00,17:07:00,2024-12-08,tren,2024-12-08,8.0,6.62
Tudela,Zaragoza,17:08:00,17:44:00,2024-12-08,tren,2024-12-08,36.0,13.12
Zaragoza,Lérida,17:47:00,18:37:00,2024-12-08,tren,2024-12-08,50.0,16.37
Lérida,la Secuita,18:39:00,19:08:00,2024-12-08,tren,2024-12-08,29.0,11.5
la Secuita,Barcelona,19:10:00,19:55:00,2024-12-08,tren,2024-12-08,45.0,15.21
Pamplona,Tafalla,16:10:00,16:35:00,2024-12-15,tren,2024-12-15,25.0,10.57
Tafalla,Castejón,16:36:00,16:58:00,2024-12-15,tren,2024-12-15,22.0,9.87
Castejón,Tudela,16:59:00,17:07:00,2024-12-15,tren,2024-12-15,8.0,6.62
Tudela,Zaragoza,17:08:00,17:44:00,2024-12-15,tren,2024-12-15,36.0,13.12
Zaragoza,Lérida,17:47:00,18:37:00,2024-12-15,tren,2024-12-15,50.0,16.37
Lérida,la Secuita,18:39:00,19:08:00,2024-12-15,tren,2024-12-15,29.0,11.5
la Secuita,Barcelona,19:10:00,19:55:00,2024-12-15,tren,2024-12-15,45.0,15.21
Pamplona,Tafalla,16:10:00,16:35:00,2025-01-05,tren,2025-01-05,25.0,10.57
Tafalla,Castejón,16:36:00,16:58:00,2025-01-05,tren,2025-01-05,22.0,9.87
Castejón,Tudela,16:59:00,17:07:00,2025-01-05,tren,2025-01-05,8.0,6.62
Tudela,Zaragoza,17:08:00,17:44:00,2025-01-05,tren,2025-01-05,36.0,13.12
Zaragoza,Lérida,17:47:00,18:37:00,2025-01-05,tren,2025-01-05,50.0,16.37
Lérida,la Secuita,18:39:00,19:08:00,2025-01-05,tren,2025-01-05,29.0,11.5
la Secuita,Barcelona,19:10:00,19:55:00,2025-01-05,tren,2025-01-05,45.0,15.21
Pamplona,Tafalla,16:10:00,16:35:00,2025-01-07,tren,2025-01-07,25.0,10.57
Tafalla,Castejón,16:36:00,16:58:00,2025-01-07,tren,2025-01-07,22.0,9.87
Castejón,Tudela,16:59:00,17:07:00,2025-01-07,tren,2025-01-07,8.0,6.62
Tudela,Zaragoza,17:08:00,17:44:00,2025-01-07,tren,2025-01-07,36.0,13.12
Zaragoza,Lérida,17:47:00,18:37:00,2025-01-07,tren,2025-01-07,50.0,16.37
Lérida,la Secuita,18:39:00,19:08:00,2025-01-07,tren,2025-01-07,29.0,11.5
la Secuita,Barcelona,19:10:00,19:55:00,2025-01-07,tren,2025-01-07,45.0,15.21
Pamplona,Tafalla,09:00:00,09:24:00,2024-11-01,tren,2024-11-01,24.0,10.34
Tafalla,Castejón,09:25:00,09:51:00,2024-11-01,tren,2024-11-01,26.0,10.8
Castejón,Tudela,09:52:00,10:03:00,2024-11-01,tren,2024-11-01,11.0,7.32
Tudela,Calatayud,10:04:00,11:12:00,2024-11-01,tren,2024-11-01,68.0,20.55
Calatayud,Valdeluz,11:13:00,12:01:00,2024-11-01,tren,2024-11-01,48.0,15.91
Valdeluz,Madrid,12:02:00,12:30:00,2024-11-01,tren,2024-11-01,28.0,11.27
Pamplona,Tafalla,09:00:00,09:24:00,2024-12-08,tren,2024-12-08,24.0,10.34
Tafalla,Castejón,09:25:00,09:51:00,2024-12-08,tren,2024-12-08,26.0,10.8
Castejón,Tudela,09:52:00,10:03:00,2024-12-08,tren,2024-12-08,11.0,7.32
Tudela,Calatayud,10:04:00,11:12:00,2024-12-08,tren,2024-12-08,68.0,20.55
Calatayud,Valdeluz,11:13:00,12:01:00,2024-12-08,tren,2024-12-08,48.0,15.91
Valdeluz,Madrid,12:02:00,12:30:00,2024-12-08,tren,2024-12-08,28.0,11.27
Madrid,Tudela,07:35:00,09:32:00,2024-10-28,tren,2024-10-28,117.0,31.92
Tudela,Castejón,09:33:00,09:43:00,2024-10-28,tren,2024-10-28,10.0,7.09
Castejón,Tafalla,09:44:00,10:07:00,2024-10-28,tren,2024-10-28,23.0,10.11
Tafalla,Pamplona,10:08:00,10:34:00,2024-10-28,tren,2024-10-28,26.0,10.8
Madrid,Tudela,07:35:00,09:32:00,2024-11-02,tren,2024-11-02,117.0,31.92
Tudela,Castejón,09:33:00,09:43:00,2024-11-02,tren,2024-11-02,10.0,7.09
Castejón,Tafalla,09:44:00,10:07:00,2024-11-02,tren,2024-11-02,23.0,10.11
Tafalla,Pamplona,10:08:00,10:34:00,2024-11-02,tren,2024-11-02,26.0,10.8
Madrid,Tudela,07:35:00,09:32:00,2024-12-08,tren,2024-12-08,117.0,31.92
Tudela,Castejón,09:33:00,09:43:00,2024-12-08,tren,2024-12-08,10.0,7.09
Castejón,Tafalla,09:44:00,10:07:00,2024-12-08,tren,2024-12-08,23.0,10.11
Tafalla,Pamplona,10:08:00,10:34:00,2024-12-08,tren,2024-12-08,26.0,10.8
Pamplona,Calatayud,11:20:00,13:14:00,2024-10-28,tren,2024-10-28,114.0,31.22
Calatayud,Valdeluz,13:15:00,14:05:00,2024-10-28,tren,2024-10-28,50.0,16.37
Valdeluz,Madrid,14:06:00,14:31:00,2024-10-28,tren,2024-10-28,25.0,10.57
Pamplona,Calatayud,11:20:00,13:14:00,2024-11-01,tren,2024-11-01,114.0,31.22
Calatayud,Valdeluz,13:15:00,14:05:00,2024-11-01,tren,2024-11-01,50.0,16.37
Valdeluz,Madrid,14:06:00,14:31:00,2024-11-01,tren,2024-11-01,25.0,10.57
Pamplona,Calatayud,11:20:00,13:14:00,2024-12-08,tren,2024-12-08,114.0,31.22
Calatayud,Valdeluz,13:15:00,14:05:00,2024-12-08,tren,2024-12-08,50.0,16.37
Valdeluz,Madrid,14:06:00,14:31:00,2024-12-08,tren,2024-12-08,25.0,10.57
Madrid,Valdeluz,09:35:00,09:59:00,2024-11-01,tren,2024-11-01,24.0,10.34
Valdeluz,Calatayud,10:00:00,10:44:00,2024-11-01,tren,2024-11-01,44.0,14.98
Calatayud,Tudela,10:45:00,11:40:00,2024-11-01,tren,2024-11-01,55.0,17.53
Tudela,Castejón,11:41:00,11:53:00,2024-11-01,tren,2024-11-01,12.0,7.55
Castejón,Tafalla,11:54:00,12:19:00,2024-11-01,tren,2024-11-01,25.0,10.57
Tafalla,Pamplona,12:20:00,12:48:00,2024-11-01,tren,2024-11-01,28.0,11.27
Madrid,Valdeluz,09:35:00,09:59:00,2024-12-08,tren,2024-12-08,24.0,10.34
Valdeluz,Calatayud,10:00:00,10:44:00,2024-12-08,tren,2024-12-08,44.0,14.98
Calatayud,Tudela,10:45:00,11:40:00,2024-12-08,tren,2024-12-08,55.0,17.53
Tudela,Castejón,11:41:00,11:53:00,2024-12-08,tren,2024-12-08,12.0,7.55
Castejón,Tafalla,11:54:00,12:19:00,2024-12-08,tren,2024-12-08,25.0,10.57
Tafalla,Pamplona,12:20:00,12:48:00,2024-12-08,tren,2024-12-08,28.0,11.27
Madrid,Valdeluz,10:35:00,10:59:00,2024-10-28,tren,2024-10-28,24.0,10.34
Valdeluz,Calatayud,11:00:00,11:46:00,2024-10-28,tren,2024-10-28,46.0,15.44
Calatayud,Tudela,11:47:00,12:49:00,2024-10-28,tren,2024-10-28,62.0,19.16
Tudela,Tafalla,12:50:00,13:20:00,2024-10-28,tren,2024-10-28,30.0,11.73
Tafalla,Pamplona,13:21:00,13:46:00,2024-10-28,tren,2024-10-28,25.0,10.57
Madrid,Valdeluz,10:35:00,10:59:00,2024-11-01,tren,2024-11-01,24.0,10.34
Valdeluz,Calatayud,11:00:00,11:46:00,2024-11-01,tren,2024-11-01,46.0,15.44
Calatayud,Tudela,11:47:00,12:49:00,2024-11-01,tren,2024-11-01,62.0,19.16
Tudela,Tafalla,12:50:00,13:20:00,2024-11-01,tren,2024-11-01,30.0,11.73
Tafalla,Pamplona,13:21:00,13:46:00,2024-11-01,tren,2024-11-01,25.0,10.57
Madrid,Valdeluz,10:35:00,10:59:00,2024-12-08,tren,2024-12-08,24.0,10.34
Valdeluz,Calatayud,11:00:00,11:46:00,2024-12-08,tren,2024-12-08,46.0,15.44
Calatayud,Tudela,11:47:00,12:49:00,2024-12-08,tren,2024-12-08,62.0,19.16
Tudela,Tafalla,12:50:00,13:20:00,2024-12-08,tren,2024-12-08,30.0,11.73
Tafalla,Pamplona,13:21:00,13:46:00,2024-12-08,tren,2024-12-08,25.0,10.57
Pamplona,Tafalla,15:08:00,15:34:00,2024-10-28,tren,2024-10-28,26.0,10.8
Tafalla,Tudela,15:35:00,16:08:00,2024-10-28,tren,2024-10-28,33.0,12.43
Tudela,Madrid,16:09:00,18:18:00,2024-10-28,tren,2024-10-28,129.0,34.7
Pamplona,Tafalla,15:08:00,15:34:00,2024-11-01,tren,2024-11-01,26.0,10.8
Tafalla,Tudela,15:35:00,16:08:00,2024-11-01,tren,2024-11-01,33.0,12.43
Tudela,Madrid,16:09:00,18:18:00,2024-11-01,tren,2024-11-01,129.0,34.7
Pamplona,Tafalla,15:08:00,15:34:00,2024-12-08,tren,2024-12-08,26.0,10.8
Tafalla,Tudela,15:35:00,16:08:00,2024-12-08,tren,2024-12-08,33.0,12.43
Tudela,Madrid,16:09:00,18:18:00,2024-12-08,tren,2024-12-08,129.0,34.7
Pamplona,Tafalla,18:25:00,18:51:00,2024-10-31,tren,2024-10-31,26.0,10.8
Tafalla,Tudela,18:52:00,19:29:00,2024-10-31,tren,2024-10-31,37.0,13.35
Tudela,Madrid,19:30:00,21:30:00,2024-10-31,tren,2024-10-31,120.0,32.62
Pamplona,Tafalla,18:25:00,18:51:00,2024-11-02,tren,2024-11-02,26.0,10.8
Tafalla,Tudela,18:52:00,19:29:00,2024-11-02,tren,2024-11-02,37.0,13.35
Tudela,Madrid,19:30:00,21:30:00,2024-11-02,tren,2024-11-02,120.0,32.62
Pamplona,Tafalla,18:25:00,18:51:00,2024-12-05,tren,2024-12-05,26.0,10.8
Tafalla,Tudela,18:52:00,19:29:00,2024-12-05,tren,2024-12-05,37.0,13.35
Tudela,Madrid,19:30:00,21:30:00,2024-12-05,tren,2024-12-05,120.0,32.62
Pamplona,Tafalla,18:25:00,18:51:00,2024-12-08,tren,2024-12-08,26.0,10.8
Tafalla,Tudela,18:52:00,19:29:00,2024-12-08,tren,2024-12-08,37.0,13.35
Tudela,Madrid,19:30:00,21:30:00,2024-12-08,tren,2024-12-08,120.0,32.62
Madrid,Valdeluz,14:50:00,15:15:00,2024-10-28,tren,2024-10-28,25.0,10.57
Valdeluz,Calatayud,15:16:00,16:09:00,2024-10-28,tren,2024-10-28,53.0,17.07
Calatayud,Tudela,16:10:00,17:04:00,2024-10-28,tren,2024-10-28,54.0,17.3
Tudela,Tafalla,17:05:00,17:38:00,2024-10-28,tren,2024-10-28,33.0,12.43
Tafalla,Pamplona,17:39:00,18:22:00,2024-10-28,tren,2024-10-28,43.0,14.75
