name,lat,lon,city,country
Estación de tren Vilamalla,42.216202,2.977874,Vilamalla,España
Estación de tren Vilajuiga,42.325739,3.085385,Vilajuïga,España
Estación de tren Colera,42.407068,3.154262,Colera,España
Estación de tren Cerbere,42.441476,3.163259,Cerbère,España
Estación de tren Alegria de Alava-Dulantzi,42.848723,-2.514668,Alegría,España
Estación de tren Salvatierra/agurain,42.84643,-2.38921,Salvatierra/Agurain,España
Estación de tren Araia,42.869599,-2.306807,San Millán/Donemiliaga,España
Estación de tren Brinkola-Onyati,43.019887,-2.334469,Legazpi,España
Estación de tren Ormaiztegui,43.040151,-2.255831,Ormaiztegi,España
Estación de tren Beasain,43.046174,-2.203234,Lazkao,España
Estación de tren Ordizia/ordicia,43.052583,-2.181019,Ordizia,España
Estación de tren Tolosa Centro,43.139368,-2.074105,Tolosa,España
Estación de tren Villabona-Zizurkil,43.189391,-2.055641,Irura,España
Estación de tren Andoain-Centro,43.214729,-2.020394,Andoain,España
Estación de tren Hernani-Centro,43.2669561,-1.9720551,Astigarraga,España
Estación de tren Lezo-Errenteria,43.3158311,-1.8995674,Lezo,España
Estación de tren Pasaia,43.3188088,-1.9172992,Errenteria,España
Estación de tren Herrera (apd),43.319255,-1.9370283,Pasaia,España
Estación de tren Nanclares/langraiz,42.816216,-2.804942,Iruña Oka/Iruña De Oca,España
Estación de tren La Puebla de Arganzon,42.765245,-2.830385,La Puebla de Arganzón,España
Estación de tren Manzanos,42.742899,-2.867501,Ribera Baja/Erribera Beitia,España
Estación de tren Cortes de Navarra,41.915076,-1.420439,Cortes,España
Estación de tren Ribaforada,41.997038,-1.515097,Ribaforada,España
Estación de tren Villafranca de Navarra,42.280734,-1.745716,Villafranca,España
Estación de tren Marcilla de Navarra,42.334851,-1.717418,Marcilla,España
Estación de tren Olite/erriberri,42.484989,-1.649964,Olite/Erriberri,España
Estación de tren Uharte-Arakil,42.920606,-1.974814,Uharte-Arakil,España
Estación de tren Etxarri-Aranatz,42.911138,-2.071245,Etxarri-Aranatz,España
Estación de tren Briviesca,42.542765,-3.319287,Briviesca,España
Estación de tren Pancorbo,42.630486,-3.112307,Pancorbo,España
Estación de tren Utebo,41.7105305,-0.9979222,Utebo,España
Estación de tren Alagon,41.771422,-1.112771,Alagón,España
Estación de tren Cabanyas de Ebro,41.788065,-1.167533,Cabañas de Ebro,España
Estación de tren Pedrola,41.805198,-1.201673,Pedrola,España
Estación de tren Luceni,41.826116,-1.243536,Luceni,España
Estación de tren Gallur,41.867164,-1.321342,Gallur,España
Estación de tren Alcanadre,42.407437,-2.122094,Alcanadre,España
Estación de tren Agoncillo,42.443585,-2.291701,Agoncillo,España
Estación de tren Quero,39.504173,-3.266072,Quero,España
Estación de tren Villacanyas,39.622698,-3.33051,Villacañas,España
Estación de tren Villasequilla,39.879535,-3.728453,Villasequilla,España
Estación de tren Castillejo-Anyover,39.949634,-3.738774,Aranjuez,España
Estación de tren Plasencia,40.022282,-6.099397,Plasencia,España
Estación de tren Casatejada,39.891909,-5.677732,Casatejada,España
Estación de tren Illescas,40.12088,-3.842262,Illescas,España
Estación de tren Fuenlabrada,40.2833747,-3.7994538,Fuenlabrada,España
Estación de tren Canyaveral,39.789124,-6.375031,Cañaveral,España
Estación de tren Casas de Millan,39.811866,-6.326045,Casas de Millán,España
Estación de tren Mirabel,39.866229,-6.228969,Mirabel,España
Estación de tren Valencia de Alcantara,39.426928,-7.230688,Valencia de Alcántara,España
Estación de tren San Vicente de Alcantara,39.381561,-7.117075,San Vicente de Alcántara,España
Estación de tren Daimiel,39.061553,-3.604213,Daimiel,España
Estación de tren Almagro,38.895323,-3.709777,Almagro,España
Estación de tren Ariza,41.3098,-2.059411,Ariza,España
Estación de tren Arcos de Jalon,41.215854,-2.278998,Arcos De Jalón,España
Estación de tren Medinaceli,41.165207,-2.421241,Medinaceli,España
Estación de tren Siguenza,41.071417,-2.646407,Sigüenza,España
Estación de tren Baides,41.004864,-2.785635,Baides,España
Estación de tren Matillas,40.953808,-2.84326,Matillas,España
Estación de tren Jadraque,40.930229,-2.935935,Jadraque,España
Estación de tren Carrascosa de Henares,40.90598,-3.014352,Espinosa de Henares,España
Estación de tren Humanes de Mohernando,40.831273,-3.13886,Humanes,España
Estación de tren Yunquera de Henares,40.747013,-3.163226,Yunquera de Henares,España
Estación de tren Guadalajara,40.6441032,-3.1822298,Guadalajara,España
Estación de tren Avila,40.657255,-4.683312,Ávila,España
Estación de tren Pozuelo,40.4473443,-3.8002865,Pozuelo de Alarcón,España
Estación de tren Las Rozas (apd),40.4942255,-3.8681086,Las Rozas de Madrid,España
Estación de tren Villalba de Guadarrama,40.6265067,-4.0081871,Collado Villalba,España
Estación de tren San Yago,40.6178786,-4.0312349,Galapagar,España
Estación de tren Las Zorreras-Navalquejigo,40.6092725,-4.0463634,El Escorial,España
Estación de tren Zarzalejo,40.53871,-4.15818,Zarzalejo (estación),España
Estación de tren Robledo de Chavela,40.520802,-4.246774,Robledo de Chavela,España
Estación de tren Santa Maria de La Alameda-Peguerinos,40.568937,-4.269332,Santa María de la Alameda,España
Estación de tren Las Navas del Marques,40.589205,-4.362259,Las Navas del Marqués,España
Estación de tren Navalperal,40.591152,-4.408382,Navalperal de Pinares,España
Estación de tren Herradon-La Canyada,40.599275,-4.495039,Herradón de Pinares,España
Estación de tren Torrelodones,40.5745499,-3.9565955,"Estación, La",España
Estación de tren Galapagar-La Navata,40.6002664,-3.9822646,La Navata,España
Estación de tren Los Negrales,40.6385681,-4.0220307,Alpedrete,España
Estación de tren Collado Mediano,40.69276,-4.0359164,Collado Mediano,España
Estación de tren Los Molinos-Guadarrama,40.7066368,-4.0673999,Los Molinos,España
Estación de tren Cercedilla,40.7375282,-4.0664502,Cercedilla,España
Estación de tren Tablada,40.705648,-4.12531,Guadarrama,España
Estación de tren Gudillos,40.716914,-4.157681,El Espinar,España
Estación de tren Otero-Herreros,40.80097,-4.203504,Otero de Herreros,España
Estación de tren Ortigosa del Monte,40.832771,-4.168094,Ortigosa del Monte,España
Estación de tren Navas de Riofrio- La Losa,40.856673,-4.141103,Navas de Riofrío,España
Estación de tren Humanes,40.2556903,-3.8286016,Humanes de Madrid,España
Estación de tren Arevalo,41.047123,-4.701988,Arévalo,España
Estación de tren Pozaldez,41.36792,-4.836001,Pozaldez,España
Estación de tren Matapozuelos,41.422794,-4.801025,Matapozuelos,España
Estación de tren Valdestillas,41.488729,-4.772937,Valdestillas,España
Estación de tren Viana,41.52407,-4.754489,Viana de Cega,España
Estación de tren Soria,41.754754,-2.476537,Soria,España
Estación de tren Quintana Redonda,41.639726,-2.609682,Quintana Redonda,España
Estación de tren Tardelcuende,41.593525,-2.639337,Tardelcuende,España
Estación de tren Almazan,41.489019,-2.525375,Almazán,España
Estación de tren Alcala de Henares,40.4889113,-3.3662523,Alcalá de Henares,España
Estación de tren San Fernando Henares,40.442537,-3.5344609,Coslada,España
Estación de tren Torrejon de Ardoz,40.4547384,-3.4797415,Torrejón de Ardoz,España
Estación de tren Meco (apd-Cgd),40.5344356,-3.2990455,Azuqueca de Henares,España
Estación de tren Montearagon,39.960996,-4.647093,Montearagón,España
Estación de tren Villanueva de La Serena,38.96886,-5.7965,Villanueva de la Serena,España
Estación de tren Don Benito,38.96695,-5.862923,Don Benito,España
Estación de tren Valdetorres,38.913301,-6.069407,Valdetorres,España
Estación de tren Guarenya,38.896749,-6.128842,Guareña,España
Estación de tren Garrovilla-Las Vegas,38.915763,-6.47408,La Garrovilla,España
Estación de tren Guadiana del Caudillo,38.922099,-6.689998,Guadiana,España
Estación de tren Cabeza de Buey,38.72389,-5.227067,Cabeza del Buey,España
Estación de tren Castuera,38.735021,-5.541637,Castuera,España
Estación de tren Campanario,38.853395,-5.641415,Campanario,España
Estación de tren Calamonte,38.886931,-6.382965,Calamonte,España
Estación de tren Almendralejo,38.684662,-6.399815,Almendralejo,España
Estación de tren Villafranca de Los Barros,38.564402,-6.352048,Villafranca de los Barros,España
Estación de tren Los Santos de Maimona,38.449724,-6.361749,Los Santos de Maimona,España
Estación de tren Magaz,41.976561,-4.432114,Magaz de Pisuerga,España
Estación de tren Quintana del Puente,42.079974,-4.19858,Quintana del Puente,España
Estación de tren Villaquiran,42.215717,-3.999396,Villaquirán de los Infantes,España
Estación de tren La Gineta,39.111665,-2.000155,La Gineta,España
Estación de tren La Roda de Albacete,39.199594,-2.162547,La Roda,España
Estación de tren Minaya,39.240738,-2.348403,Minaya,España
Estación de tren Campo de Criptana,39.394343,-3.117746,Campo de Criptana,España
Estación de tren Mengibar-Artichuela (apd-Cgd),37.978219,-3.803308,Mengíbar,España
Estación de tren Almuradiel-Viso del Marques,38.514267,-3.501935,Almuradiel,España
Estación de tren Santa Cruz de Mudela,38.644428,-3.451493,Santa Cruz de Mudela,España
Estación de tren El Romeral,39.694516,-3.430502,El Romeral,España
Estación de tren Camarles-Deltebre,40.774757,0.671647,Camarles,España
Estación de tren Lampolla-El Perello-Deltebre,40.812011,0.708221,l'Ampolla,España
Estación de tren Lametlla de Mar,40.886188,0.800427,l'Ametlla de Mar,España
Estación de tren L'HOSPITALET DE L'INFANT,40.995863,0.920733,Vandellòs i l'Hospitalet de l'Infant,España
Estación de tren Feculas-Navarra,42.411148,-2.098196,Lodosa,España
Estación de tren Caudete,38.716163,-0.959727,Caudete,España
Estación de tren Monzon de Campos,42.105538,-4.501677,Monzón de Campos,España
Estación de tren Amusco,42.178019,-4.480743,Amusco,España
Estación de tren Pinya,42.211747,-4.434689,Piña de Campos,España
Estación de tren Fromista,42.2649,-4.402433,Frómista,España
Estación de tren Osorno,42.415077,-4.357367,Osorno,España
Estación de tren Espinosa de Villagonzalo (apd),42.452373,-4.367811,Espinosa de Villagonzalo,España
Estación de tren Herrera de Pisuerga,42.598477,-4.316683,Herrera de Pisuerga,España
Estación de tren Alar del Rey-San Quirce,42.656837,-4.311372,Alar del Rey,España
Estación de tren Quintanilla de Las Torres,42.81903,-4.202753,Pomar de Valdivia,España
Estación de tren Mataporquera,42.870901,-4.165406,Valdeolea,España
Estación de tren Barcena,43.130561,-4.056662,Bárcena de Pie de Concha,España
Estación de tren Los Corrales de Buelna,43.257961,-4.064679,Los Corrales de Buelna,España
Estación de tren Renedo,43.355636,-3.953732,Piélagos,España
Estación de tren Malianyo,43.41664,-3.841901,Maliaño,España
Estación de tren Cisneros,42.19112,-4.850249,Cisneros,España
Estación de tren Santas Martas,42.460004,-5.386777,Santas Martas,España
Estación de tren Moriscos,41.011633,-5.584713,Moriscos,España
Estación de tren Gomecello,41.041859,-5.541551,Gomecello,España
Estación de tren Pitiegua,41.063741,-5.474174,Pitiegua,España
Estación de tren El Pedroso de La Armunya,41.079901,-5.406019,El Pedroso de la Armuña,España
Estación de tren Cantalapiedra,41.133585,-5.182961,Cantalapiedra,España
Estación de tren Fresno El Viejo,41.191351,-5.138061,Fresno el Viejo,España
Estación de tren El Carpio,41.215464,-5.114466,Carpio,España
Estación de tren Campillo,41.259509,-5.017791,El Campillo,España
Estación de tren Nava del Rey,41.334716,-5.076818,Nava del Rey,España
Estación de tren Toro,41.512201,-5.384953,Toro,España
Estación de tren Carbajales de Alba,41.681542,-5.971906,Carbajales de Alba,España
Estación de tren Ferreruela de Tabara,41.764106,-6.0739,Ferreruela,España
Estación de tren Abejera,41.80942,-6.141851,Riofrío de Aliste,España
Estación de tren Sarracin de Aliste,41.848497,-6.20513,Sarracín de Aliste,España
Estación de tren Linarejos-Pedroso,41.946963,-6.484541,Manzanal de Arriba,España
Estación de tren Guadalmez-Los Pedroches,38.69921,-4.929771,Guadalmez,España
Estación de tren Almadenejos-Almaden,38.740578,-4.730387,Almadenejos,España
Estación de tren Brazatortas-Veredas,38.668758,-4.316468,Brazatortas,España
Estación de tren Teruel,40.341029,-1.110284,Teruel,España
Estación de tren Maria de Huerva,41.539759,-0.998082,María de Huerva,España
Estación de tren Aranyales de Muel,41.468946,-1.086394,Muel,España
Estación de tren Longares,41.404787,-1.158791,Longares,España
Estación de tren Carinyena,41.335586,-1.228422,Cariñena,España
Estación de tren Encinacorba,41.28865,-1.278534,Encinacorba,España
Estación de tren Villarreal de Huerva,41.196498,-1.287096,Villarreal de Huerva,España
Estación de tren Villadoz,41.165482,-1.279339,Villadoz,España
Estación de tren Badules,41.13951,-1.251572,Badules,España
Estación de tren Villahermosa,41.108492,-1.239803,Villahermosa del Campo,España
Estación de tren Ferreruela,41.06387,-1.239384,Ferreruela de Huerva,España
Estación de tren Cuencabuena,41.009293,-1.254641,Calamocha,España
Estación de tren Caminreal-Fuentes Claras,40.85111,-1.33765,Fuentes Claras,España
Estación de tren Torrijo del Campo,40.826012,-1.340498,Torrijo del Campo,España
Estación de tren Monreal del Campo,40.782321,-1.360792,Jiloca,España
Estación de tren Villafranca del Campo,40.683827,-1.357927,Villafranca del Campo,España
Estación de tren Santa Eulalia del Campo,40.572917,-1.312995,Santa Eulalia del Campo,España
Estación de tren Cella,40.455266,-1.244329,Cella,España
Estación de tren Puerto Escandon,40.273092,-0.985079,La Puebla de Valverde,España
Estación de tren Sarrion,40.146339,-0.823631,Sarrión,España
Estación de tren Rubielos de Mora,40.118006,-0.773463,Albentosa,España
Estación de tren Barracas,40.01174,-0.696151,Barracas,España
Estación de tren Caudiel (apt),39.9473166,-0.5720277,Caudiel,España
Estación de tren Jerica-Viver (apt),39.9146309,-0.5689031,Jérica,España
Estación de tren Segorbe,39.8469583,-0.4824138,Segorbe,España
Estación de tren Grisen,41.745261,-1.165924,Grisén,España
Estación de tren Plasencia de Jalon,41.68935,-1.234237,Plasencia de Jalón,España
Estación de tren Rueda de Jalon-Lumpiaque,41.638892,-1.281667,Rueda de Jalón,España
Estación de tren Epila,41.60933,-1.301043,Épila,España
Estación de tren Salillas de Jalon,41.56794,-1.325848,Salillas de Jalón,España
Estación de tren Calatorao,41.528692,-1.360545,Ricla,España
Estación de tren Morata de Jalon,41.475467,-1.479721,Morata de Jalón,España
Estación de tren Purroy,41.477236,-1.540446,Morés,España
Estación de tren Sabinyan,41.443981,-1.571474,Sabiñán,España
Estación de tren Paracuellos-Sabinyan,41.42931,-1.567483,Paracuellos De La Ribera,España
Estación de tren Terrer,41.322218,-1.709254,Terrer,España
Estación de tren Ateca,41.324659,-1.785268,Ateca,España
Estación de tren Alhama de Aragon,41.294398,-1.904454,Alhama de Aragón,España
Estación de tren Cetina,41.295978,-1.961811,Cetina,España
Estación de tren Monreal de Ariza,41.298767,-2.110448,Monreal de Ariza,España
Estación de tren Santa Maria de Huerta,41.264421,-2.177525,Santa María de Huerta,España
Estación de tren Bubierca,41.31719,-1.855198,Bubierca,España
Estación de tren Los Rosales,37.5898444,-5.7261638,Los Rosales,España
Estación de tren Tocina,37.6092611,-5.7316916,Tocina,España
Estación de tren Villanueva del Rio-Minas,37.6616071,-5.712155,Villanueva del Río y Minas,España
Estación de tren Pedroso,37.8373261,-5.7624477,El Pedroso,España
Estación de tren Cazalla-Constantina,37.9327717,-5.7044058,Cazalla de la Sierra,España
Estación de tren Guadalcanal,38.090197,-5.803388,Guadalcanal,España
Estación de tren Fuente del Arco,38.16353,-5.900484,Fuente del Arco,España
Estación de tren Llerena,38.237,-6.009017,Llerena,España
Estación de tren Penyaranda de Bracamonte,40.898138,-5.206361,Peñaranda De Bracamonte,España
Estación de tren Aldealengua,40.97989,-5.552951,Aldealengua,España
Estación de tren San Morales,40.984243,-5.492955,San Morales,España
Estación de tren Babilafuente,40.972426,-5.430593,Babilafuente,España
Estación de tren Villar de Gallimazo,40.951981,-5.296183,Villar de Gallimazo,España
Estación de tren Narros del Castillo,40.866641,-5.052869,Narros del Castillo,España
Estación de tren Crespos,40.87011,-4.96803,Crespos,España
Estación de tren San Pedro del Arroyo,40.803841,-4.871407,San Pedro del Arroyo,España
Estación de tren Cardenyosa de Avila,40.73912,-4.75075,Cardeñosa,España
Estación de tren El Prat Aeroport,41.303844,2.07218,el Prat de Llobregat,España
Estación de tren Aguilas,37.4098333,-1.5725777,Águilas,España
Aeropuerto Madrid,40.4952269,-3.573373302702902,Madrid,España
Aeropuerto Barcelona,41.297752,2.078318,Barcelona,España
Aeropuerto Valencia,39.487777,-0.483539,Valencia,España
Aeropuerto Malaga,36.6777495,-4.4901616,Málaga,España
Aeropuerto Palma De Mallorca,39.55322455,2.729030991511172,Palma De Mallorca,España
Aeropuerto New York,40.7128,-74006.0,New York,EE.UU.
Aeropuerto Paris,49.4543222,2.1116686710835992,París,France
Aeropuerto Lyon,45.72442685,5.086515135250837,Lyon,France
Aeropuerto Niza,43.6598152,7.213746036113885,Niza,France
Aeropuerto Marsella,43.2965,5.3698,Marsella,France
Aeropuerto Milan,45.6296273,8.723547468967393,Milán,Italia
Aeropuerto Roma,41.79954695,12.591271133206927,Roma,Italia
Aeropuerto Venecia,-14.6361706,-66.7499771,Venecia,Bolivia
Aeropuerto Napoles,5.9228186,-74.7289879,Nápoles,Colombia
Aeropuerto Sao Paulo,-23.437859000000003,-46.48055622681591,São Paulo,Brasil
Aeropuerto Alicante,38.2876127,-0.5529753,Alicante,España
Aeropuerto Amman,31.97329615,35.99443581585939,Ammán,Jordania
Aeropuerto Amsterdam,52.32698005,4.74150530038293,Ámsterdam,Nederland
Aeropuerto Estocolmo,59.3293,18.0686,Estocolmo,Suecia
Aeropuerto Atenas,37.9372535,23.95462175657147,Atenas,Greece
Aeropuerto Belgrado,44.7866,20.4489,Belgrado,Serbia
Aeropuerto Beirut,33.8184914,35.49091212064463,Beirut,Líbano
Aeropuerto Badajoz,38.89095195,-6.819318574550199,Badajoz,España
Aeropuerto Burdeos,44.8378,-0.5792,Burdeos,France
Aeropuerto Bruselas,50.90089985,4.480964889793517,Bruselas,Bélgica
Aeropuerto Colonia,-34.45597535,-57.76881698523778,Colonia,Uruguay
Aeropuerto Casablanca,33.36928355,-7.58700855172756,Casablanca,Maroc
Aeropuerto Copenhague,55.6091282,12.650982248393536,Copenhague,Danmark
Aeropuerto Doha,25.2748602,51.61245118344142,Doha,Qatar
Aeropuerto Dublin,53.42829155,-6.24727406240776,Dublín,Ireland
Aeropuerto Dusseldorf,51.28723045,6.762062530647745,Düsseldorf,Deutschland
Aeropuerto Dubai,24.88779565,55.16879571237121,Dubai,Dubai
Aeropuerto Newark,40.68906405,-74.17725485035348,Newark,EE.UU.
Aeropuerto Frankfurt,50.02441255,8.555200257325986,Frankfurt,Deutschland
Aeropuerto Hamburgo,53.63636215,9.994550134684175,Hamburgo,Deutschland
Aeropuerto Helsinki,60.32181555,24.94736111181276,Helsinki,Finland
Aeropuerto Washington,47.62004405,-117.54236665513882,Washington,EE.UU.
Aeropuerto Ibiza,38.87294785,1.370372414235323,Ibiza,Espana
Aeropuerto Estambul,41.27486835,28.732274885060946,Estambul,Turkiye
Aeropuerto Reikiavik,64.1355,-21.8954,Reikiavik,Islandia
Aeropuerto Lille,50.5681339,3.105251611858831,Lille,France
Aeropuerto Lisboa,38.7809542,-9.131900592219496,Lisboa,Portugal
Aeropuerto Luxemburgo,49.6116,6.1319,Luxemburgo,Luxemburgo
Aeropuerto La Valeta,35.8997,14.5147,La Valeta,Malta
Aeropuerto Melilla,35.28015515,-2.9577493811029614,Melilla,España
Aeropuerto Munich,48.3539625,11.778592469106236,Múnich,Deutschland
Aeropuerto Nantes,47.1518409,-1.6084620308979245,Nantes,France
Aeropuerto Chicago,41.78551415,-87.75172434912311,Chicago,EE.UU.
Aeropuerto Paris Orly,48.73005955,2.367831255814345,París Orly,France
Aeropuerto Oslo,60.19786535,11.09967535417638,Oslo,Norge
Aeropuerto Bucarest,44.50029205,26.090228324484794,Bucarest,Romania
Aeropuerto Praga,50.1020451,14.270566315440009,Praga,Cesko
Aeropuerto Marrakech,31.6107624,-8.035968,Marrakech,Maroc
Aeropuerto Riga,56.92223965,23.97264338931523,Riga,Latvija
Aeropuerto Stuttgart,48.68842195,9.205392504886913,Stuttgart,Deutschland
Aeropuerto Tel Aviv,32.0853,34.7818,Tel Aviv,Israel
Aeropuerto Tunez,36.851848450000006,10.229504360453278,Túnez,Túnez
Aeropuerto Viena,48.10499675,16.5848987032657,Viena,Osterreich
Aeropuerto Varsovia,51.38902645,21.21461175587696,Varsovia,Polska
Aeropuerto Montreal,45.4687293,-73.74249704278634,Montreal,Canada
Aeropuerto Toronto,43.6782236,-79.62880467470774,Toronto,Canada
Aeropuerto Zurich,47.463388050000006,8.553366081422642,Zurich,Suisse
Aeropuerto Rabat-Sale,34.049442,-6.749724,Rabat,Maroc
Aeropuerto Blaise Diagne,14.67085,-17.067064,Ndiass,Senegal
Aeropuerto Heydar Aliyev,40.458995,50.049131,Bakú,Azerbaiyán
Aeropuerto Zagreb-Pleso,45.741194,16.069656,Zagreb,Croacia
Aeropuerto Londres-Gatwick,51.153917,-0.189142,Londres,Reino Unido
Aeropuerto Arger,36.701047,3.200496,Arger,Argelia
Aeropuerto Kuwait,29.240512,47.970627,Kuwait,Kuwait
Aeropuerto El Cairo,30.11423,31.400764,El Cairo,Egipto
Aeropuerto Bilbao,43.302698,-2.913493,Bilbao,España
Aeropuerto Londres-Heathrow,51.468223,-0.468124,Hounslow,Reino Unido
