stop_name,stop_lat,stop_lon,ciudad,país
Estación de tren Bell-Lloc Durgell,41.631619,0.781547,Bell-lloc d'Urgell,ES
Estación de tren Canfranc,42.751471,-0.514641,Canfranc,ES
Estación de tren Villanua-Letranz,42.688745,-0.52346,Villanúa,ES
Estación de tren Castiello-Pueblo,42.62811,-0.546291,Castiello De Jaca,ES
Estación de tren Jaca,42.578303,-0.539231,Jaca,ES
Estación de tren Sabinyanigo,42.520446,-0.373085,Sabiñánigo,ES
Estación de tren Villanueva de Gallego,41.76551,-0.822204,Villanueva de Gállego,ES
Estación de tren Caldearenas-Aquilue,42.397973,-0.499309,Caldearenas,ES
Estación de tren Santa Maria Y La Penya,42.38039,-0.695647,Las Peñas de Riglos,ES
Estación de tren Ayerbe,42.27561,-0.682569,Ayerbe,ES
Estación de tren Granollers Centre,41.594528,2.29107,Granollers,ES
Estación de tren Gualba,41.714078,2.533778,Riells,ES
Estación de tren Hostalric,41.747657,2.632175,Hostalric,ES
Estación de tren Riudellots,41.896232,2.811599,Riudellots de la Selva,ES
Estación de tren Fornells de La Selva,41.935157,2.809732,Fornells de la Selva,ES
Estación de tren Celra,42.02723,2.874969,Celrà,ES
Estación de tren Bordils-Juia,42.037068,2.915255,Juià,ES
Estación de tren Sant Jordi Desvalls,42.068319,2.964533,Sant Jordi Desvalls,ES
Estación de tren Camallera,42.122359,2.965448,"Saus, Camallera i Llampaies",ES
Estación de tren Sant Miquel de Fluvia,42.172087,2.989663,Sant Miquel de Fluvià,ES
Estación de tren Vilamalla,42.216202,2.977874,Vilamalla,ES
Estación de tren Vilajuiga,42.325739,3.085385,Vilajuïga,ES
Estación de tren Colera,42.407068,3.154262,Colera,ES
Estación de tren Cerbere,42.441476,3.163259,Cerbère,ES
Estación de tren Alegria de Alava-Dulantzi,42.848723,-2.514668,Alegría,ES
Estación de tren Salvatierra/agurain,42.84643,-2.38921,Salvatierra/Agurain,ES
Estación de tren Araia,42.869599,-2.306807,San Millán/Donemiliaga,ES
Estación de tren Brinkola-Onyati,43.019887,-2.334469,Legazpi,ES
Estación de tren Ormaiztegui,43.040151,-2.255831,Ormaiztegi,ES
Estación de tren Beasain,43.046174,-2.203234,Lazkao,ES
Estación de tren Ordizia/ordicia,43.052583,-2.181019,Ordizia,ES
Estación de tren Tolosa Centro,43.139368,-2.074105,Tolosa,ES
Estación de tren Villabona-Zizurkil,43.189391,-2.055641,Irura,ES
Estación de tren Andoain-Centro,43.214729,-2.020394,Andoain,ES
Estación de tren Hernani-Centro,43.2669561,-1.9720551,Astigarraga,ES
Estación de tren Lezo-Errenteria,43.3158311,-1.8995674,Lezo,ES
Estación de tren Pasaia,43.3188088,-1.9172992,Errenteria,ES
Estación de tren Herrera (apd),43.319255,-1.9370283,Pasaia,ES
Estación de tren Nanclares/langraiz,42.816216,-2.804942,Iruña Oka/Iruña De Oca,ES
Estación de tren La Puebla de Arganzon,42.765245,-2.830385,La Puebla de Arganzón,ES
Estación de tren Manzanos,42.742899,-2.867501,Ribera Baja/Erribera Beitia,ES
Estación de tren Cortes de Navarra,41.915076,-1.420439,Cortes,ES
Estación de tren Ribaforada,41.997038,-1.515097,Ribaforada,ES
Estación de tren Villafranca de Navarra,42.280734,-1.745716,Villafranca,ES
Estación de tren Marcilla de Navarra,42.334851,-1.717418,Marcilla,ES
Estación de tren Olite/erriberri,42.484989,-1.649964,Olite/Erriberri,ES
Estación de tren Uharte-Arakil,42.920606,-1.974814,Uharte-Arakil,ES
Estación de tren Etxarri-Aranatz,42.911138,-2.071245,Etxarri-Aranatz,ES
Estación de tren Briviesca,42.542765,-3.319287,Briviesca,ES
Estación de tren Pancorbo,42.630486,-3.112307,Pancorbo,ES
Estación de tren Utebo,41.7105305,-0.9979222,Utebo,ES
Estación de tren Alagon,41.771422,-1.112771,Alagón,ES
Estación de tren Cabanyas de Ebro,41.788065,-1.167533,Cabañas de Ebro,ES
Estación de tren Pedrola,41.805198,-1.201673,Pedrola,ES
Estación de tren Luceni,41.826116,-1.243536,Luceni,ES
Estación de tren Gallur,41.867164,-1.321342,Gallur,ES
Estación de tren Alcanadre,42.407437,-2.122094,Alcanadre,ES
Estación de tren Agoncillo,42.443585,-2.291701,Agoncillo,ES
Estación de tren Quero,39.504173,-3.266072,Quero,ES
Estación de tren Villacanyas,39.622698,-3.33051,Villacañas,ES
Estación de tren Villasequilla,39.879535,-3.728453,Villasequilla,ES
Estación de tren Castillejo-Anyover,39.949634,-3.738774,Aranjuez,ES
Estación de tren Plasencia,40.022282,-6.099397,Plasencia,ES
Estación de tren Casatejada,39.891909,-5.677732,Casatejada,ES
Estación de tren Illescas,40.12088,-3.842262,Illescas,ES
Estación de tren Fuenlabrada,40.2833747,-3.7994538,Fuenlabrada,ES
Estación de tren Canyaveral,39.789124,-6.375031,Cañaveral,ES
Estación de tren Casas de Millan,39.811866,-6.326045,Casas de Millán,ES
Estación de tren Mirabel,39.866229,-6.228969,Mirabel,ES
Estación de tren Valencia de Alcantara,39.426928,-7.230688,Valencia de Alcántara,ES
Estación de tren San Vicente de Alcantara,39.381561,-7.117075,San Vicente de Alcántara,ES
Estación de tren Daimiel,39.061553,-3.604213,Daimiel,ES
Estación de tren Almagro,38.895323,-3.709777,Almagro,ES
Estación de tren Ariza,41.3098,-2.059411,Ariza,ES
Estación de tren Arcos de Jalon,41.215854,-2.278998,Arcos De Jalón,ES
Estación de tren Medinaceli,41.165207,-2.421241,Medinaceli,ES
Estación de tren Siguenza,41.071417,-2.646407,Sigüenza,ES
Estación de tren Baides,41.004864,-2.785635,Baides,ES
Estación de tren Matillas,40.953808,-2.84326,Matillas,ES
Estación de tren Jadraque,40.930229,-2.935935,Jadraque,ES
Estación de tren Carrascosa de Henares,40.90598,-3.014352,Espinosa de Henares,ES
Estación de tren Humanes de Mohernando,40.831273,-3.13886,Humanes,ES
Estación de tren Yunquera de Henares,40.747013,-3.163226,Yunquera de Henares,ES
Estación de tren Guadalajara,40.6441032,-3.1822298,Guadalajara,ES
Estación de tren Avila,40.657255,-4.683312,Ávila,ES
Estación de tren Pozuelo,40.4473443,-3.8002865,Pozuelo de Alarcón,ES
Estación de tren Las Rozas (apd),40.4942255,-3.8681086,Las Rozas de Madrid,ES
Estación de tren Villalba de Guadarrama,40.6265067,-4.0081871,Collado Villalba,ES
Estación de tren San Yago,40.6178786,-4.0312349,Galapagar,ES
Estación de tren Las Zorreras-Navalquejigo,40.6092725,-4.0463634,El Escorial,ES
Estación de tren Zarzalejo,40.53871,-4.15818,Zarzalejo (estación),ES
Estación de tren Robledo de Chavela,40.520802,-4.246774,Robledo de Chavela,ES
Estación de tren Santa Maria de La Alameda-Peguerinos,40.568937,-4.269332,Santa María de la Alameda,ES
Estación de tren El Pimpollar,40.567587,-4.283541,Santa María De La Alameda,ES
Estación de tren Las Navas del Marques,40.589205,-4.362259,Las Navas del Marqués,ES
Estación de tren Navalperal,40.591152,-4.408382,Navalperal de Pinares,ES
Estación de tren Herradon-La Canyada,40.599275,-4.495039,Herradón de Pinares,ES
Estación de tren Torrelodones,40.5745499,-3.9565955,"Estación, La",ES
Estación de tren Galapagar-La Navata,40.6002664,-3.9822646,La Navata,ES
Estación de tren Los Negrales,40.6385681,-4.0220307,Alpedrete,ES
Estación de tren Collado Mediano,40.69276,-4.0359164,Collado Mediano,ES
Estación de tren Los Molinos-Guadarrama,40.7066368,-4.0673999,Los Molinos,ES
Estación de tren Cercedilla,40.7375282,-4.0664502,Cercedilla,ES
Estación de tren Tablada,40.705648,-4.12531,Guadarrama,ES
Estación de tren Gudillos,40.716914,-4.157681,El Espinar,ES
Estación de tren Otero-Herreros,40.80097,-4.203504,Otero de Herreros,ES
Estación de tren Ortigosa del Monte,40.832771,-4.168094,Ortigosa del Monte,ES
Estación de tren Navas de Riofrio- La Losa,40.856673,-4.141103,Navas de Riofrío,ES
Estación de tren Humanes,40.2556903,-3.8286016,Humanes de Madrid,ES
Estación de tren Arevalo,41.047123,-4.701988,Arévalo,ES
Estación de tren Pozaldez,41.36792,-4.836001,Pozaldez,ES
Estación de tren Matapozuelos,41.422794,-4.801025,Matapozuelos,ES
Estación de tren Valdestillas,41.488729,-4.772937,Valdestillas,ES
Estación de tren Viana,41.52407,-4.754489,Viana de Cega,ES
Estación de tren Soria,41.754754,-2.476537,Soria,ES
Estación de tren Quintana Redonda,41.639726,-2.609682,Quintana Redonda,ES
Estación de tren Tardelcuende,41.593525,-2.639337,Tardelcuende,ES
Estación de tren Almazan,41.489019,-2.525375,Almazán,ES
Estación de tren Alcala de Henares,40.4889113,-3.3662523,Alcalá de Henares,ES
Estación de tren San Fernando Henares,40.442537,-3.5344609,Coslada,ES
Estación de tren Torrejon de Ardoz,40.4547384,-3.4797415,Torrejón de Ardoz,ES
Estación de tren Meco (apd-Cgd),40.5344356,-3.2990455,Azuqueca de Henares,ES
Estación de tren Montearagon,39.960996,-4.647093,Montearagón,ES
Estación de tren Villanueva de La Serena,38.96886,-5.7965,Villanueva de la Serena,ES
Estación de tren Don Benito,38.96695,-5.862923,Don Benito,ES
Estación de tren Valdetorres,38.913301,-6.069407,Valdetorres,ES
Estación de tren Guarenya,38.896749,-6.128842,Guareña,ES
Estación de tren Garrovilla-Las Vegas,38.915763,-6.47408,La Garrovilla,ES
Estación de tren Guadiana del Caudillo,38.922099,-6.689998,Guadiana,ES
Estación de tren Cabeza de Buey,38.72389,-5.227067,Cabeza del Buey,ES
Estación de tren Castuera,38.735021,-5.541637,Castuera,ES
Estación de tren Campanario,38.853395,-5.641415,Campanario,ES
Estación de tren Calamonte,38.886931,-6.382965,Calamonte,ES
Estación de tren Almendralejo,38.684662,-6.399815,Almendralejo,ES
Estación de tren Villafranca de Los Barros,38.564402,-6.352048,Villafranca de los Barros,ES
Estación de tren Los Santos de Maimona,38.449724,-6.361749,Los Santos de Maimona,ES
Estación de tren Magaz,41.976561,-4.432114,Magaz de Pisuerga,ES
Estación de tren Quintana del Puente,42.079974,-4.19858,Quintana del Puente,ES
Estación de tren Villaquiran,42.215717,-3.999396,Villaquirán de los Infantes,ES
Estación de tren La Gineta,39.111665,-2.000155,La Gineta,ES
Estación de tren La Roda de Albacete,39.199594,-2.162547,La Roda,ES
Estación de tren Minaya,39.240738,-2.348403,Minaya,ES
Estación de tren Campo de Criptana,39.394343,-3.117746,Campo de Criptana,ES
Estación de tren Mengibar-Artichuela (apd-Cgd),37.978219,-3.803308,Mengíbar,ES
Estación de tren Almuradiel-Viso del Marques,38.514267,-3.501935,Almuradiel,ES
Estación de tren Santa Cruz de Mudela,38.644428,-3.451493,Santa Cruz de Mudela,ES
Estación de tren El Romeral,39.694516,-3.430502,El Romeral,ES
Estación de tren Camarles-Deltebre,40.774757,0.671647,Camarles,ES
Estación de tren Lampolla-El Perello-Deltebre,40.812011,0.708221,l'Ampolla,ES
Estación de tren Lametlla de Mar,40.886188,0.800427,l'Ametlla de Mar,ES
Estación de tren L'HOSPITALET DE L'INFANT,40.995863,0.920733,Vandellòs i l'Hospitalet de l'Infant,ES
Estación de tren Feculas-Navarra,42.411148,-2.098196,Lodosa,ES
Estación de tren Caudete,38.716163,-0.959727,Caudete,ES
Estación de tren Monzon de Campos,42.105538,-4.501677,Monzón de Campos,ES
Estación de tren Amusco,42.178019,-4.480743,Amusco,ES
Estación de tren Pinya,42.211747,-4.434689,Piña de Campos,ES
Estación de tren Fromista,42.2649,-4.402433,Frómista,ES
Estación de tren Osorno,42.415077,-4.357367,Osorno,ES
Estación de tren Espinosa de Villagonzalo (apd),42.452373,-4.367811,Espinosa de Villagonzalo,ES
Estación de tren Herrera de Pisuerga,42.598477,-4.316683,Herrera de Pisuerga,ES
Estación de tren Alar del Rey-San Quirce,42.656837,-4.311372,Alar del Rey,ES
Estación de tren Quintanilla de Las Torres,42.81903,-4.202753,Pomar de Valdivia,ES
Estación de tren Mataporquera,42.870901,-4.165406,Valdeolea,ES
Estación de tren Barcena,43.130561,-4.056662,Bárcena de Pie de Concha,ES
Estación de tren Los Corrales de Buelna,43.257961,-4.064679,Los Corrales de Buelna,ES
Estación de tren Renedo,43.355636,-3.953732,Piélagos,ES
Estación de tren Malianyo,43.41664,-3.841901,Maliaño,ES
Estación de tren Las Caldas de Besaya,43.295518,-4.075294,Los Corrales De Buelna,ES
Estación de tren Cisneros,42.19112,-4.850249,Cisneros,ES
Estación de tren Santas Martas,42.460004,-5.386777,Santas Martas,ES
Estación de tren Moriscos,41.011633,-5.584713,Moriscos,ES
Estación de tren Gomecello,41.041859,-5.541551,Gomecello,ES
Estación de tren Pitiegua,41.063741,-5.474174,Pitiegua,ES
Estación de tren El Pedroso de La Armunya,41.079901,-5.406019,El Pedroso de la Armuña,ES
Estación de tren Cantalapiedra,41.133585,-5.182961,Cantalapiedra,ES
Estación de tren Fresno El Viejo,41.191351,-5.138061,Fresno el Viejo,ES
Estación de tren El Carpio,41.215464,-5.114466,Carpio,ES
Estación de tren Campillo,41.259509,-5.017791,El Campillo,ES
Estación de tren Nava del Rey,41.334716,-5.076818,Nava del Rey,ES
Estación de tren Toro,41.512201,-5.384953,Toro,ES
Estación de tren Carbajales de Alba,41.681542,-5.971906,Carbajales de Alba,ES
Estación de tren Ferreruela de Tabara,41.764106,-6.0739,Ferreruela,ES
Estación de tren Abejera,41.80942,-6.141851,Riofrío de Aliste,ES
Estación de tren Sarracin de Aliste,41.848497,-6.20513,Sarracín de Aliste,ES
Estación de tren Linarejos-Pedroso,41.946963,-6.484541,Manzanal de Arriba,ES
Estación de tren Guadalmez-Los Pedroches,38.69921,-4.929771,Guadalmez,ES
Estación de tren Almadenejos-Almaden,38.740578,-4.730387,Almadenejos,ES
Estación de tren Brazatortas-Veredas,38.668758,-4.316468,Brazatortas,ES
Estación de tren Teruel,40.341029,-1.110284,Teruel,ES
Estación de tren Maria de Huerva,41.539759,-0.998082,María de Huerva,ES
Estación de tren Aranyales de Muel,41.468946,-1.086394,Muel,ES
Estación de tren Longares,41.404787,-1.158791,Longares,ES
Estación de tren Carinyena,41.335586,-1.228422,Cariñena,ES
Estación de tren Encinacorba,41.28865,-1.278534,Encinacorba,ES
Estación de tren Villarreal de Huerva,41.196498,-1.287096,Villarreal de Huerva,ES
Estación de tren Villadoz,41.165482,-1.279339,Villadoz,ES
Estación de tren Badules,41.13951,-1.251572,Badules,ES
Estación de tren Villahermosa,41.108492,-1.239803,Villahermosa del Campo,ES
Estación de tren Ferreruela,41.06387,-1.239384,Ferreruela de Huerva,ES
Estación de tren Cuencabuena,41.009293,-1.254641,Calamocha,ES
Estación de tren Caminreal-Fuentes Claras,40.85111,-1.33765,Fuentes Claras,ES
Estación de tren Torrijo del Campo,40.826012,-1.340498,Torrijo del Campo,ES
Estación de tren Monreal del Campo,40.782321,-1.360792,Jiloca,ES
Estación de tren Villafranca del Campo,40.683827,-1.357927,Villafranca del Campo,ES
Estación de tren Santa Eulalia del Campo,40.572917,-1.312995,Santa Eulalia del Campo,ES
Estación de tren Cella,40.455266,-1.244329,Cella,ES
Estación de tren Puerto Escandon,40.273092,-0.985079,La Puebla de Valverde,ES
Estación de tren Sarrion,40.146339,-0.823631,Sarrión,ES
Estación de tren Rubielos de Mora,40.118006,-0.773463,Albentosa,ES
Estación de tren Barracas,40.01174,-0.696151,Barracas,ES
Estación de tren Caudiel (apt),39.9473166,-0.5720277,Caudiel,ES
Estación de tren Jerica-Viver (apt),39.9146309,-0.5689031,Jérica,ES
Estación de tren Segorbe,39.8469583,-0.4824138,Segorbe,ES
Estación de tren Grisen,41.745261,-1.165924,Grisén,ES
Estación de tren Plasencia de Jalon,41.68935,-1.234237,Plasencia de Jalón,ES
Estación de tren Rueda de Jalon-Lumpiaque,41.638892,-1.281667,Rueda de Jalón,ES
Estación de tren Epila,41.60933,-1.301043,Épila,ES
Estación de tren Salillas de Jalon,41.56794,-1.325848,Salillas de Jalón,ES
Estación de tren Calatorao,41.528692,-1.360545,Ricla,ES
Estación de tren Morata de Jalon,41.475467,-1.479721,Morata de Jalón,ES
Estación de tren Purroy,41.477236,-1.540446,Morés,ES
Estación de tren Sabinyan,41.443981,-1.571474,Sabiñán,ES
Estación de tren Paracuellos-Sabinyan,41.42931,-1.567483,Paracuellos De La Ribera,ES
Estación de tren Terrer,41.322218,-1.709254,Terrer,ES
Estación de tren Ateca,41.324659,-1.785268,Ateca,ES
Estación de tren Alhama de Aragon,41.294398,-1.904454,Alhama de Aragón,ES
Estación de tren Cetina,41.295978,-1.961811,Cetina,ES
Estación de tren Monreal de Ariza,41.298767,-2.110448,Monreal de Ariza,ES
Estación de tren Santa Maria de Huerta,41.264421,-2.177525,Santa María de Huerta,ES
Estación de tren Bubierca,41.31719,-1.855198,Bubierca,ES
Estación de tren Los Rosales,37.5898444,-5.7261638,Los Rosales,ES
Estación de tren Tocina,37.6092611,-5.7316916,Tocina,ES
Estación de tren Villanueva del Rio-Minas,37.6616071,-5.712155,Villanueva del Río y Minas,ES
Estación de tren Pedroso,37.8373261,-5.7624477,El Pedroso,ES
Estación de tren Cazalla-Constantina,37.9327717,-5.7044058,Cazalla de la Sierra,ES
Estación de tren Guadalcanal,38.090197,-5.803388,Guadalcanal,ES
Estación de tren Fuente del Arco,38.16353,-5.900484,Fuente del Arco,ES
Estación de tren Llerena,38.237,-6.009017,Llerena,ES
Estación de tren Penyaranda de Bracamonte,40.898138,-5.206361,Peñaranda De Bracamonte,ES
Estación de tren Aldealengua,40.97989,-5.552951,Aldealengua,ES
Estación de tren San Morales,40.984243,-5.492955,San Morales,ES
Estación de tren Babilafuente,40.972426,-5.430593,Babilafuente,ES
Estación de tren Villar de Gallimazo,40.951981,-5.296183,Villar de Gallimazo,ES
Estación de tren Narros del Castillo,40.866641,-5.052869,Narros del Castillo,ES
Estación de tren Crespos,40.87011,-4.96803,Crespos,ES
Estación de tren San Pedro del Arroyo,40.803841,-4.871407,San Pedro del Arroyo,ES
Estación de tren Cardenyosa de Avila,40.73912,-4.75075,Cardeñosa,ES
Estación de tren El Prat Aeroport,41.303844,2.07218,el Prat de Llobregat,ES
Estación de tren Aguilas,37.4098333,-1.5725777,Águilas,ES
